n1,n2,A1,A2
47,26,4.825,2.777
47,27,4.783,2.852
47,28,4.743,2.925
47,29,4.703,2.996
47,30,4.665,3.066
47,31,4.627,3.134
47,32,4.591,3.200
47,33,4.555,3.265
47,34,4.520,3.327
47,35,4.486,3.389
47,36,4.453,3.448
47,37,4.421,3.505
47,38,4.389,3.562
47,39,4.359,3.617
47,40,4.329,3.670
47,41,4.300,3.722
47,42,4.273,3.773
47,43,4.245,3.822
47,44,4.219,3.870
47,45,4.193,3.917
47,46,4.168,3.962
47,47,4.143,4.006
47,48,4.119,4.048
47,49,4.096,4.089
48,0,6.508,0.067
48,1,6.422,0.199
48,2,6.340,0.329
48,3,6.259,0.456
48,4,6.180,0.581
48,5,6.103,0.703
48,6,6.028,0.822
48,7,5.954,0.939
48,8,5.883,1.053
48,9,5.813,1.165
48,10,5.745,1.275
48,11,5.679,1.382
48,12,5.615,1.487
48,13,5.552,1.590
48,14,5.492,1.690
48,15,5.433,1.789
48,16,5.376,1.885
48,17,5.319,1.979
48,18,5.265,2.071
48,19,5.212,2.160
48,20,5.160,2.248
48,21,5.111,2.333
48,22,5.062,2.417
48,23,5.015,2.498
48,24,4.970,2.578
48,25,4.925,2.655
48,26,4.883,2.731
48,27,4.841,2.805
48,28,4.801,2.877
48,29,4.762,2.947
48,30,4.724,3.015
48,31,4.687,3.082
48,32,4.651,3.146
48,33,4.616,3.209
48,34,4.582,3.269
48,35,4.548,3.328
48,36,4.516,3.386
48,37,4.485,3.441
48,38,4.454,3.495
48,39,4.424,3.548
48,40,4.395,3.599
48,41,4.367,3.649
48,42,4.339,3.697
48,43,4.312,3.744
48,44,4.286,3.790
48,45,4.260,3.834
48,46,4.235,3.877
48,47,4.211,3.918
48,48,4.187,3.958
48,49,4.164,3.997
49,0,6.555,0.066
49,1,6.471,0.196
49,2,6.388,0.323
49,3,6.307,0.446
49,4,6.229,0.566
49,5,6.152,0.684
49,6,6.077,0.798
49,7,6.004,0.910
49,8,5.933,1.019
49,9,5.863,1.125
49,10,5.795,1.229
49,11,5.729,1.330
49,12,5.665,1.429
49,13,5.602,1.526
49,14,5.542,1.620
49,15,5.482,1.711
49,16,5.425,1.801
49,17,5.369,1.888
49,18,5.314,1.973
49,19,5.261,2.056
49,20,5.210,2.137
49,21,5.160,2.216
49,22,5.112,2.293
49,23,5.065,2.368
49,24,5.019,2.441
49,25,4.975,2.512
49,26,4.932,2.581
49,27,4.891,2.648
49,28,4.851,2.713
49,29,4.812,2.777
49,30,4.774,2.838
49,31,4.737,2.898
49,32,4.701,2.956
49,33,4.667,3.012
49,34,4.633,3.067
49,35,4.601,3.120
49,36,4.569,3.171
49,37,4.539,3.221
49,38,4.509,3.270
49,39,4.480,3.317
49,40,4.452,3.362
49,41,4.425,3.406
49,42,4.398,3.449
49,43,4.372,3.490
49,44,4.347,3.530
49,45,4.323,3.569
49,46,4.299,3.607
49,47,4.276,3.643
49,48,4.272,3.935
49,49,3.984,3.984
